car_id,part,current_km,km_diff,days_diff,needs_change
12,brake_pads,152020,57086,776,1
31,tire,45372,47546,309,1
1,brake_fluid_r,46556,74964,858,1
14,brake_pads,78111,12957,329,1
7,fuel_filter,190447,31815,717,1
30,air_filter,134022,9575,69,0
18,belts_kit,60062,27238,2487,1
21,timing_chain,112974,31614,443,0
39,belts_kit,177599,20270,402,0
4,air_filter,121125,6556,193,1
44,belts_kit,109334,46172,239,1
7,wire_set,190447,56312,1088,1
39,brake_fluid_p,177599,34090,751,1
33,tire,195106,29092,372,0
21,fuel_filter,112974,2239,6,0
48,brake_fluid_p,122846,14574,443,1
42,tire,129900,22474,252,0
3,brake_fluid_p,119199,26872,237,1
19,spark_plugs,150739,21202,166,0
24,battery,94669,22116,434,0
26,battery,137216,15464,64,0
23,fuel_filter,187811,20868,79,1
22,brake_fluid_r,68094,74443,563,1
35,brake_fluid_p,166942,13277,199,0
43,brake_fluid_p,151363,27376,131,1
21,timing_chain,112974,71631,691,1
8,tire,146737,8470,51,0
49,tire,69800,72703,1224,1
4,brake_fluid_r,121125,6820,62,0
26,tire,137216,48035,177,1
28,brake_fluid_p,86528,19317,378,1
38,brake_pads,130862,12422,430,1
45,wire_set,92432,15044,87,0
11,fuel_filter,94719,10021,395,1
23,air_filter,187811,4923,16,0
17,spark_plugs,133800,30347,236,1
41,belts_kit,53106,82561,683,1
43,wire_set,151363,127581,1135,1
42,battery,129900,38392,412,0
45,belts_kit,92432,15474,120,0
34,belts_kit,89905,10976,78,0
15,tire,118715,33382,527,1
5,brake_fluid_p,107225,15037,126,0
44,timing_chain,109334,13790,51,0
35,brake_fluid_p,166942,74061,844,1
26,air_filter,137216,16549,77,1
32,tire,149249,13908,171,0
30,battery,134022,80690,1207,1
44,brake_fluid_p,109334,9226,33,0
27,brake_fluid_p,74028,33966,122,1
43,belts_kit,151363,93642,1322,1
41,battery,53106,27115,792,1
21,air_filter,112974,13558,226,1
11,brake_pads,94719,71914,626,1
23,fuel_filter,187811,7884,43,0
49,brake_pads,69800,19822,277,1
43,belts_kit,151363,13120,89,0
31,air_filter,45372,5012,44,0
44,tire,109334,23747,550,1
7,battery,190447,12189,570,0
40,brake_fluid_r,100093,14667,188,0
27,air_filter,74028,12953,39,0
32,spark_plugs,149249,34108,812,1
43,wire_set,151363,101431,957,1
32,fuel_filter,149249,43816,902,1
11,brake_pads,94719,9915,47,0
6,belts_kit,166938,16602,243,0
24,brake_fluid_p,94669,23627,288,1
13,air_filter,87164,33097,275,1
21,battery,112974,28397,926,1
27,tire,74028,74914,1025,1
22,brake_pads,68094,27135,425,1
16,battery,194937,23725,330,0
18,brake_fluid_r,60062,34759,2167,1
3,tire,119199,44804,451,1
12,fuel_filter,152020,13747,639,1
34,timing_chain,89905,23208,253,0
3,timing_chain,119199,38066,791,1
24,air_filter,94669,1946,25,0
12,brake_fluid_r,152020,22048,1013,1
1,spark_plugs,46556,58542,798,1
26,brake_pads,137216,10480,328,1
28,brake_pads,86528,46556,666,1
28,battery,86528,35456,815,1
31,belts_kit,45372,24764,278,0
31,brake_pads,45372,9228,118,0
30,air_filter,134022,7847,76,0
29,air_filter,90499,17730,130,1
23,fuel_filter,187811,33981,597,1
50,spark_plugs,180494,32224,246,1
33,timing_chain,195106,28279,939,1
13,belts_kit,87164,45641,568,1
2,air_filter,112695,10633,50,0
27,brake_fluid_p,74028,23505,94,0
3,fuel_filter,119199,8639,97,0
6,brake_fluid_p,166938,23679,180,0
23,fuel_filter,187811,69820,526,1
50,battery,180494,10126,115,0
25,brake_fluid_p,115678,61536,646,1
9,belts_kit,115402,47654,1776,1
34,belts_kit,89905,31940,125,0
10,tire,197159,5209,31,0
22,battery,68094,11034,88,0
39,battery,177599,24987,501,0
17,brake_fluid_p,133800,1293,11,0
29,brake_pads,90499,45030,905,1
16,wire_set,194937,17792,232,0
9,brake_fluid_r,115402,14133,339,1
4,brake_fluid_r,121125,24826,318,1
2,belts_kit,112695,39732,171,1
3,spark_plugs,119199,100015,641,1
16,brake_pads,194937,1582,40,0
11,timing_chain,94719,1576,36,0
4,tire,121125,28675,269,0
10,belts_kit,197159,82111,1358,1
45,spark_plugs,92432,11348,33,0
49,battery,69800,24115,300,0
8,battery,146737,35387,7102,1
18,wire_set,60062,23294,447,1
19,spark_plugs,150739,14835,187,0
26,spark_plugs,137216,15980,174,0
21,brake_fluid_p,112974,2054,13,0
22,wire_set,68094,77115,1143,1
9,wire_set,115402,113655,891,1
40,tire,100093,30918,233,0
37,battery,108132,106060,1359,1
15,brake_fluid_p,118715,13314,150,0
39,air_filter,177599,34203,273,1
38,belts_kit,130862,18526,335,0
44,belts_kit,109334,21357,475,1
30,tire,134022,27084,518,1
16,timing_chain,194937,19469,195,0
12,spark_plugs,152020,32193,1454,1
30,belts_kit,134022,19610,492,1
21,battery,112974,34417,775,1
50,wire_set,180494,135270,751,1
35,battery,166942,21840,179,0
2,brake_fluid_r,112695,3266,32,0
47,timing_chain,144874,35431,3234,1
29,fuel_filter,90499,53061,539,1
48,brake_fluid_p,122846,1555,35,0
1,spark_plugs,46556,11170,108,0
1,spark_plugs,46556,27427,238,0
8,brake_fluid_r,146737,15248,77,0
4,brake_pads,121125,18087,127,0
50,timing_chain,180494,56602,553,1
8,tire,146737,2151,40,0
21,belts_kit,112974,87285,1169,1
24,brake_fluid_r,94669,26096,233,1
34,brake_pads,89905,8890,75,0
37,fuel_filter,108132,1373,3,0
42,spark_plugs,129900,27374,414,1
20,fuel_filter,92952,11873,322,1
18,wire_set,60062,18944,74,0
2,brake_fluid_r,112695,29345,180,1
19,brake_pads,150739,29637,349,1
24,battery,94669,26619,359,0
38,battery,130862,45710,1296,1
10,battery,197159,133754,977,1
2,brake_pads,112695,16736,319,1
26,fuel_filter,137216,61366,388,1
16,belts_kit,194937,39600,277,1
13,wire_set,87164,40509,338,0
35,air_filter,166942,8175,157,1
35,brake_fluid_r,166942,80178,698,1
42,air_filter,129900,5079,61,0
12,brake_pads,152020,14882,294,1
35,brake_fluid_r,166942,20497,421,1
35,fuel_filter,166942,967,39,0
35,wire_set,166942,130970,934,1
22,air_filter,68094,4935,79,0
5,air_filter,107225,11643,151,0
23,wire_set,187811,5141,4,0
45,battery,92432,996,37,0
10,battery,197159,10051,25,0
41,belts_kit,53106,71795,1349,1
22,brake_fluid_r,68094,75695,692,1
48,battery,122846,101630,1287,1
15,brake_fluid_p,118715,60462,585,1
35,tire,166942,12489,174,0
21,spark_plugs,112974,32303,234,1
16,belts_kit,194937,47698,682,1
13,brake_fluid_r,87164,75239,748,1
41,brake_fluid_p,53106,14985,525,1
26,brake_pads,137216,12959,28,0
45,brake_fluid_p,92432,36242,166,1
30,brake_fluid_r,134022,68505,897,1
39,tire,177599,44787,824,1
4,belts_kit,121125,1216,32,0
40,spark_plugs,100093,15263,348,1
36,timing_chain,68059,65874,514,1
23,brake_pads,187811,12547,306,1
33,brake_fluid_p,195106,16825,218,0
31,brake_pads,45372,16037,97,0
15,fuel_filter,118715,18148,164,0
16,brake_fluid_r,194937,21010,179,0
11,tire,94719,15414,72,0
42,timing_chain,129900,30817,293,0
31,brake_pads,45372,11129,120,0
36,air_filter,68059,14335,198,1
15,brake_pads,118715,55429,669,1
13,battery,87164,29222,200,0
32,brake_fluid_r,149249,14282,194,0
23,belts_kit,187811,25760,132,0
39,brake_fluid_p,177599,33137,675,1
13,battery,87164,36970,547,0
40,belts_kit,100093,29639,198,0
46,brake_pads,43860,8933,143,0
5,wire_set,107225,24273,315,0
35,brake_fluid_r,166942,14396,375,1
1,air_filter,46556,16885,109,1
10,brake_pads,197159,21170,95,0
17,brake_fluid_r,133800,12109,153,0
5,timing_chain,107225,55266,419,1
14,belts_kit,78111,4172,29,0
7,wire_set,190447,27600,1179,1
20,brake_pads,92952,11717,459,1
47,tire,144874,40468,191,1
34,air_filter,89905,37980,340,1
23,battery,187811,83783,983,1
47,spark_plugs,144874,26272,93,0
41,wire_set,53106,4372,19,0
26,brake_pads,137216,12993,59,0
25,tire,115678,4227,6,0
41,timing_chain,53106,13121,52,0
19,battery,150739,29446,420,0
43,fuel_filter,151363,8277,15,0
49,timing_chain,69800,35418,261,0
27,brake_fluid_r,74028,1460,3,0
2,brake_pads,112695,17282,87,0
15,air_filter,118715,1557,30,0
47,brake_fluid_p,144874,49913,630,1
13,brake_fluid_r,87164,10714,76,0
25,brake_fluid_r,115678,6227,32,0
17,battery,133800,48088,369,1
28,tire,86528,36670,593,1
31,battery,45372,36549,359,0
28,battery,86528,172174,1057,1
43,air_filter,151363,24796,326,1
29,spark_plugs,90499,17259,154,0
24,belts_kit,94669,19799,686,1
12,fuel_filter,152020,5011,113,0
15,brake_fluid_p,118715,8317,80,0
3,belts_kit,119199,38731,265,1
23,brake_pads,187811,24275,151,1
24,tire,94669,17765,264,0
44,timing_chain,109334,103448,1676,1
14,brake_fluid_r,78111,24721,204,0
26,spark_plugs,137216,48972,741,1
3,wire_set,119199,34083,291,0
21,fuel_filter,112974,9383,116,0
20,brake_pads,92952,11323,115,0
6,timing_chain,166938,36088,462,0
13,belts_kit,87164,71213,1090,1
36,tire,68059,131875,514,1
22,wire_set,68094,14734,121,0
14,spark_plugs,78111,13745,183,0
25,air_filter,115678,31503,352,1
5,spark_plugs,107225,9873,79,0
50,brake_pads,180494,23154,364,1
12,tire,152020,22211,170,0
3,brake_pads,119199,29721,463,1
3,belts_kit,119199,14628,136,0
24,brake_fluid_p,94669,19290,212,0
4,brake_fluid_r,121125,21551,170,0
34,wire_set,89905,3323,45,0
41,air_filter,53106,13579,582,1
23,wire_set,187811,34988,171,0
26,spark_plugs,137216,21146,94,0
44,brake_fluid_p,109334,47743,519,1
36,tire,68059,112245,478,1
19,timing_chain,150739,34357,344,0
44,battery,109334,22532,213,0
16,brake_fluid_r,194937,70177,676,1
21,spark_plugs,112974,57298,830,1
15,air_filter,118715,17593,268,1
8,air_filter,146737,8856,176,1
25,spark_plugs,115678,18665,410,1
27,brake_pads,74028,1985,17,0
3,fuel_filter,119199,8732,133,0
50,wire_set,180494,32737,639,1
13,brake_pads,87164,12403,425,1
5,belts_kit,107225,90832,942,1
41,brake_pads,53106,11474,33,0
26,brake_fluid_p,137216,97604,375,1
19,brake_fluid_r,150739,30473,238,1
10,belts_kit,197159,38749,270,1
18,wire_set,60062,4794,32,0
48,brake_fluid_p,122846,2613,41,0
7,tire,190447,100720,1077,1
25,belts_kit,115678,89270,1343,1
39,wire_set,177599,2830,6,0
20,air_filter,92952,7827,203,1
18,battery,60062,21765,284,0
24,brake_pads,94669,56779,508,1
28,brake_fluid_r,86528,18252,482,1
27,spark_plugs,74028,1513,25,0
5,spark_plugs,107225,1654,32,0
18,brake_pads,60062,71533,636,1
40,wire_set,100093,38399,236,0
22,belts_kit,68094,22391,646,1
24,timing_chain,94669,13889,190,0
40,spark_plugs,100093,11815,85,0
44,belts_kit,109334,13019,89,0
48,battery,122846,37692,735,1
38,fuel_filter,130862,4201,46,0
40,fuel_filter,100093,11483,138,0
48,brake_fluid_p,122846,1884,37,0
36,battery,68059,100696,1635,1
42,fuel_filter,129900,9646,43,0
35,tire,166942,11752,95,0
38,air_filter,130862,9676,313,1
5,brake_pads,107225,27450,185,1
45,belts_kit,92432,15091,201,0
24,air_filter,94669,386,21,0
14,battery,78111,26429,198,0
20,air_filter,92952,6853,50,0
29,belts_kit,90499,10463,98,0
12,tire,152020,47481,1356,1
36,brake_fluid_p,68059,62665,475,1
15,brake_fluid_r,118715,55162,743,1
38,brake_fluid_r,130862,56222,486,1
21,timing_chain,112974,50552,671,1
2,belts_kit,112695,18214,76,0
44,brake_pads,109334,17654,102,0
30,battery,134022,58441,274,1
13,brake_fluid_p,87164,97098,609,1
29,brake_fluid_r,90499,20066,161,0
32,fuel_filter,149249,7502,257,0
37,fuel_filter,108132,4946,50,0
33,brake_pads,195106,14684,113,0
43,tire,151363,46073,222,1
33,tire,195106,25330,537,1
50,timing_chain,180494,28639,190,0
37,tire,108132,24266,262,0
17,spark_plugs,133800,13174,151,0
46,timing_chain,43860,30589,295,0
1,wire_set,46556,19344,277,0
16,air_filter,194937,23110,375,1
45,battery,92432,28760,136,0
42,wire_set,129900,32493,300,0
14,wire_set,78111,130121,943,1
43,air_filter,151363,2180,5,0
46,battery,43860,22835,846,1
38,brake_fluid_p,130862,8623,171,0
21,brake_fluid_p,112974,66734,636,1
23,brake_pads,187811,18662,82,0
4,wire_set,121125,30004,327,0
50,spark_plugs,180494,19870,450,1
11,belts_kit,94719,25489,123,0
31,spark_plugs,45372,12554,332,1
22,tire,68094,63674,921,1
9,battery,115402,52498,1314,1
19,battery,150739,30654,724,1
26,wire_set,137216,84705,781,1
16,timing_chain,194937,149694,982,1
41,belts_kit,53106,42498,241,1
9,timing_chain,115402,47604,1223,1
16,fuel_filter,194937,6482,94,0
46,timing_chain,43860,22673,182,0
19,brake_fluid_r,150739,17913,157,0
43,wire_set,151363,119567,418,1
4,fuel_filter,121125,2627,12,0
29,spark_plugs,90499,13577,146,0
44,spark_plugs,109334,19115,64,0
47,brake_pads,144874,65592,679,1
36,brake_fluid_r,68059,20367,214,0
24,air_filter,94669,17448,186,1
18,spark_plugs,60062,27818,1560,1
28,brake_fluid_r,86528,34992,941,1
25,belts_kit,115678,115346,666,1
24,spark_plugs,94669,9407,150,0
9,belts_kit,115402,41920,1115,1
37,timing_chain,108132,35787,590,1
32,brake_pads,149249,3142,27,0
6,timing_chain,166938,61658,578,1
12,spark_plugs,152020,65748,765,1
13,timing_chain,87164,59680,481,1
38,brake_fluid_p,130862,6629,115,0
43,battery,151363,130175,1227,1
1,tire,46556,91694,906,1
24,tire,94669,13124,130,0
8,battery,146737,131832,1789,1
7,timing_chain,190447,32942,1114,1
40,fuel_filter,100093,16155,151,0
45,fuel_filter,92432,46059,784,1
34,brake_fluid_r,89905,27656,191,1
8,timing_chain,146737,51711,176,1
15,brake_fluid_r,118715,73335,570,1
42,brake_fluid_r,129900,60235,359,1
24,tire,94669,30377,253,0
35,wire_set,166942,83341,739,1
9,air_filter,115402,1475,33,0
8,wire_set,146737,104933,982,1
17,tire,133800,20344,271,0
1,battery,46556,17386,394,0
49,air_filter,69800,930,19,0
32,brake_fluid_p,149249,27669,747,1
25,air_filter,115678,325,23,0
27,wire_set,74028,35808,164,0
15,battery,118715,50418,353,1
29,fuel_filter,90499,42365,756,1
22,timing_chain,68094,56520,577,1
8,brake_pads,146737,11035,343,1
48,battery,122846,30329,350,0
25,belts_kit,115678,108133,1275,1
23,timing_chain,187811,114350,1467,1
20,wire_set,92952,54853,399,1
18,timing_chain,60062,48867,2700,1
48,brake_fluid_r,122846,25319,483,1
44,tire,109334,5794,30,0
35,fuel_filter,166942,23118,391,1
12,spark_plugs,152020,62173,508,1
34,air_filter,89905,15293,106,1
41,brake_fluid_p,53106,92625,719,1
45,brake_pads,92432,25776,97,1
42,tire,129900,30056,518,1
4,timing_chain,121125,27514,262,0
12,wire_set,152020,50356,1384,1
41,wire_set,53106,28033,186,0
16,brake_fluid_p,194937,48304,883,1
47,wire_set,144874,28252,1066,1
6,timing_chain,166938,30583,401,0
20,spark_plugs,92952,11138,159,0
1,battery,46556,40166,427,0
15,tire,118715,110805,845,1
38,timing_chain,130862,205606,1010,1
45,belts_kit,92432,18892,70,0
28,spark_plugs,86528,61386,799,1
50,tire,180494,76344,1303,1
19,brake_fluid_p,150739,6511,67,0
2,brake_fluid_p,112695,63105,479,1
2,wire_set,112695,129884,1305,1
29,fuel_filter,90499,42832,441,1
45,battery,92432,48750,189,1
42,battery,129900,56058,414,1
26,air_filter,137216,7113,200,1
19,wire_set,150739,30543,272,0
21,tire,112974,34027,487,1
40,brake_pads,100093,41773,719,1
24,brake_pads,94669,16828,170,0
7,fuel_filter,190447,6552,129,0
27,belts_kit,74028,75890,875,1
1,wire_set,46556,39235,423,0
7,brake_fluid_p,190447,22058,555,1
50,air_filter,180494,2345,16,0
34,wire_set,89905,24654,458,1
39,belts_kit,177599,19877,683,1
2,timing_chain,112695,19898,118,0
17,air_filter,133800,6590,95,0
5,brake_fluid_r,107225,72795,668,1
4,brake_fluid_p,121125,71826,482,1
32,brake_pads,149249,13016,104,0
15,battery,118715,84913,1822,1
4,tire,121125,44309,495,1
33,tire,195106,16254,222,0
46,tire,43860,35172,439,1
11,air_filter,94719,15462,62,1
5,belts_kit,107225,36636,365,1
8,brake_fluid_r,146737,18668,211,0
38,brake_fluid_p,130862,35731,1298,1
10,battery,197159,30454,189,0
38,fuel_filter,130862,10048,432,1
30,air_filter,134022,38541,261,1
20,brake_pads,92952,58118,541,1
15,air_filter,118715,7433,41,0
13,brake_fluid_p,87164,18239,152,0
29,tire,90499,34151,437,1
20,battery,92952,113938,1080,1
49,brake_fluid_p,69800,80390,803,1
46,brake_fluid_p,43860,20972,233,0
19,wire_set,150739,21650,532,1
13,belts_kit,87164,13490,240,0
30,spark_plugs,134022,73520,781,1
46,battery,43860,132606,1121,1
7,brake_fluid_r,190447,67003,479,1
46,wire_set,43860,7401,23,0
41,air_filter,53106,6494,101,0
28,belts_kit,86528,23850,597,1
50,brake_fluid_p,180494,19241,136,0
39,tire,177599,77668,866,1
28,brake_pads,86528,7982,113,0
47,air_filter,144874,13162,762,1
3,brake_fluid_r,119199,9774,147,0
45,brake_pads,92432,28700,136,1
50,brake_pads,180494,10941,212,0
34,brake_pads,89905,51463,656,1
36,timing_chain,68059,37831,274,0
44,spark_plugs,109334,15408,76,0
38,wire_set,130862,977,7,0
35,brake_pads,166942,67916,335,1
13,tire,87164,39558,320,1
47,battery,144874,110031,1080,1
40,tire,100093,24047,199,0
27,brake_pads,74028,19348,82,0
17,wire_set,133800,28650,163,0
42,battery,129900,38383,449,0
29,timing_chain,90499,7648,10,0
19,spark_plugs,150739,58764,670,1
40,brake_pads,100093,37339,689,1
31,brake_pads,45372,8431,125,0
45,brake_pads,92432,22767,154,1
1,air_filter,46556,4916,64,0
21,belts_kit,112974,22532,272,0
26,wire_set,137216,29473,138,0
38,tire,130862,24766,531,1
38,brake_fluid_p,130862,75631,834,1
9,timing_chain,115402,53755,1653,1
13,brake_pads,87164,28126,230,1
30,air_filter,134022,6304,35,0
32,timing_chain,149249,25913,1020,1
28,battery,86528,26107,480,0
45,spark_plugs,92432,53395,911,1
43,spark_plugs,151363,22002,122,0
34,fuel_filter,89905,46599,848,1
12,spark_plugs,152020,35350,1009,1
4,battery,121125,32859,333,0
30,brake_fluid_r,134022,66947,533,1
44,fuel_filter,109334,12472,78,0
28,spark_plugs,86528,19139,209,0
14,tire,78111,4053,43,0
17,spark_plugs,133800,16026,154,0
10,brake_fluid_r,197159,9500,38,0
13,brake_fluid_r,87164,17067,157,0
36,brake_fluid_p,68059,31254,190,1
1,air_filter,46556,16213,126,1
46,tire,43860,36039,560,1
25,brake_fluid_r,115678,13052,225,0
38,wire_set,130862,104375,1110,1
38,brake_pads,130862,11158,386,1
23,brake_fluid_p,187811,20576,146,0
5,spark_plugs,107225,50365,702,1
44,timing_chain,109334,36512,765,1
20,belts_kit,92952,23214,211,0
46,battery,43860,37840,287,0
34,brake_fluid_r,89905,86266,528,1
32,spark_plugs,149249,85495,518,1
16,belts_kit,194937,97686,1028,1
34,timing_chain,89905,57382,310,1
9,brake_fluid_p,115402,16841,613,1
6,timing_chain,166938,28360,203,0
2,wire_set,112695,13573,86,0
14,tire,78111,23801,638,1
37,belts_kit,108132,19401,256,0
22,air_filter,68094,11627,68,0
12,timing_chain,152020,23929,439,0
30,tire,134022,26205,112,0
18,spark_plugs,60062,9790,1389,1
35,timing_chain,166942,63445,749,1
6,fuel_filter,166938,13199,401,1
50,fuel_filter,180494,18444,125,0
21,brake_fluid_r,112974,87135,542,1
10,timing_chain,197159,69585,289,1
27,belts_kit,74028,13586,98,0
6,battery,166938,54455,449,1
19,brake_pads,150739,10962,135,0
30,battery,134022,113384,1644,1
45,timing_chain,92432,24715,71,0
39,spark_plugs,177599,80174,795,1
17,brake_fluid_p,133800,12925,86,0
7,air_filter,190447,3427,43,0
49,brake_pads,69800,53005,679,1
10,spark_plugs,197159,10485,19,0
43,wire_set,151363,36177,237,0
27,wire_set,74028,47229,263,0
17,timing_chain,133800,112783,1795,1
45,timing_chain,92432,18243,429,0
24,timing_chain,94669,175997,523,1
2,spark_plugs,112695,62908,546,1
25,battery,115678,19142,351,0
47,spark_plugs,144874,7652,25,0
11,belts_kit,94719,16422,118,0
27,belts_kit,74028,17456,618,1
43,brake_fluid_p,151363,8496,62,0
3,brake_fluid_r,119199,99998,335,1
10,spark_plugs,197159,3452,18,0
26,belts_kit,137216,41847,187,1
41,belts_kit,53106,24903,712,1
34,fuel_filter,89905,21881,126,1
47,belts_kit,144874,103920,850,1
33,timing_chain,195106,5181,14,0
10,brake_fluid_p,197159,35222,200,1
39,tire,177599,2627,44,0
47,brake_pads,144874,8372,121,0
17,belts_kit,133800,43241,326,1
48,fuel_filter,122846,46216,795,1
33,brake_fluid_p,195106,89491,727,1
47,battery,144874,32332,327,0
47,brake_fluid_p,144874,3506,18,0
10,belts_kit,197159,28757,126,0
34,brake_pads,89905,1172,17,0
29,spark_plugs,90499,61795,574,1
41,timing_chain,53106,16674,814,1
48,wire_set,122846,43573,738,1
10,spark_plugs,197159,7376,43,0
25,brake_pads,115678,28482,214,1
38,fuel_filter,130862,11921,471,1
36,wire_set,68059,166113,346,1
30,wire_set,134022,52808,231,1
36,brake_fluid_r,68059,13731,79,0
39,brake_fluid_p,177599,17019,314,1
15,battery,118715,41934,353,0
14,wire_set,78111,104902,1272,1
3,air_filter,119199,6385,90,0
41,wire_set,53106,46821,207,0
10,air_filter,197159,5947,41,0
49,brake_fluid_p,69800,13196,149,0
27,wire_set,74028,56351,310,1
3,air_filter,119199,14400,151,1
36,tire,68059,18213,553,1
18,air_filter,60062,7062,100,0
49,air_filter,69800,10444,94,0
29,brake_fluid_r,90499,25772,257,1
10,tire,197159,4418,5,0
29,brake_fluid_p,90499,65872,558,1
3,brake_fluid_p,119199,28597,399,1
7,air_filter,190447,4659,123,0
45,brake_pads,92432,12932,420,1
20,wire_set,92952,110685,887,1
30,fuel_filter,134022,36130,896,1
12,brake_fluid_r,152020,83130,723,1
49,wire_set,69800,31705,667,1
35,battery,166942,18616,410,0
43,brake_fluid_r,151363,83229,630,1
46,belts_kit,43860,3730,19,0
22,battery,68094,126356,1234,1
46,spark_plugs,43860,15368,156,0
20,tire,92952,16756,109,0
7,brake_pads,190447,50329,851,1
25,timing_chain,115678,35462,442,0
43,spark_plugs,151363,30935,119,1
19,brake_fluid_r,150739,1490,31,0
17,belts_kit,133800,2070,27,0
27,spark_plugs,74028,16068,72,0
3,wire_set,119199,37788,273,0
9,belts_kit,115402,19218,477,1
43,battery,151363,32032,397,0
13,fuel_filter,87164,2146,10,0
12,belts_kit,152020,66939,1240,1
20,battery,92952,52975,499,1
6,battery,166938,16101,145,0
40,brake_pads,100093,8996,187,0
5,brake_fluid_p,107225,33849,323,1
14,brake_pads,78111,15035,106,0
35,spark_plugs,166942,2649,36,0
1,brake_pads,46556,54571,667,1
33,spark_plugs,195106,19036,290,0
32,fuel_filter,149249,64685,350,1
15,belts_kit,118715,42761,534,1
40,air_filter,100093,10837,70,0
19,battery,150739,134538,1179,1
8,air_filter,146737,11496,50,0
11,fuel_filter,94719,10613,145,0
29,brake_pads,90499,26484,342,1
33,tire,195106,11308,116,0
20,tire,92952,21138,480,1
13,timing_chain,87164,24508,353,0
18,belts_kit,60062,121720,777,1
32,wire_set,149249,29357,811,1
5,brake_fluid_p,107225,15069,465,1
9,brake_pads,115402,16547,458,1
45,air_filter,92432,4485,1,0
8,spark_plugs,146737,52562,686,1
18,brake_fluid_r,60062,62126,707,1
34,brake_fluid_r,89905,10561,65,0
49,belts_kit,69800,128929,520,1
9,brake_fluid_p,115402,10387,226,0
30,air_filter,134022,3982,1,0
11,brake_pads,94719,15384,146,0
48,air_filter,122846,4240,119,0
6,timing_chain,166938,3563,23,0
41,air_filter,53106,13866,79,0
45,wire_set,92432,25171,178,0
41,spark_plugs,53106,35316,2930,1
18,spark_plugs,60062,99195,518,1
7,tire,190447,75864,718,1
6,battery,166938,48707,399,1
27,tire,74028,22276,236,0
38,wire_set,130862,52127,933,1
4,battery,121125,50099,366,1
31,battery,45372,39184,548,0
32,tire,149249,19556,609,1
5,brake_fluid_r,107225,14378,381,1
20,air_filter,92952,9864,99,0
39,belts_kit,177599,66565,1093,1
48,fuel_filter,122846,7290,262,0
21,air_filter,112974,6476,50,0
16,brake_fluid_r,194937,7413,64,0
23,tire,187811,3118,27,0
24,air_filter,94669,4926,66,0
16,tire,194937,14708,82,0
10,air_filter,197159,3921,11,0
45,belts_kit,92432,34574,207,1
6,brake_fluid_r,166938,7156,77,0
2,tire,112695,69446,783,1
35,brake_fluid_p,166942,18461,218,0
26,spark_plugs,137216,3029,31,0
50,brake_fluid_p,180494,76221,646,1
6,belts_kit,166938,23004,340,0
23,timing_chain,187811,147574,1254,1
36,brake_pads,68059,4017,29,0
25,spark_plugs,115678,15631,136,0
37,belts_kit,108132,32217,316,0
46,tire,43860,1356,39,0
23,brake_fluid_p,187811,84098,380,1
48,tire,122846,26477,461,1
28,battery,86528,45987,1347,1
4,wire_set,121125,32123,267,0
9,tire,115402,18500,265,0
19,battery,150739,41345,347,0
4,belts_kit,121125,41733,365,1
24,brake_fluid_r,94669,11694,100,0
44,battery,109334,4978,8,0
12,brake_fluid_p,152020,30093,591,1
35,air_filter,166942,8815,67,0
40,battery,100093,89321,1634,1
14,tire,78111,67468,1183,1
22,fuel_filter,68094,22807,317,1
46,wire_set,43860,30656,196,0
24,fuel_filter,94669,11065,151,0
48,battery,122846,57691,1098,1
38,brake_fluid_r,130862,48366,533,1
49,spark_plugs,69800,81648,232,1
12,battery,152020,24594,531,0
44,wire_set,109334,54378,205,1
27,timing_chain,74028,60770,266,1
15,brake_fluid_r,118715,7110,123,0
24,brake_fluid_r,94669,21318,178,0
27,air_filter,74028,1993,19,0
42,spark_plugs,129900,15098,202,0
15,brake_fluid_r,118715,26589,207,1
9,brake_fluid_r,115402,11947,178,0
34,fuel_filter,89905,10038,22,0
44,brake_fluid_p,109334,63537,701,1
13,brake_fluid_p,87164,15665,174,0
24,belts_kit,94669,42491,515,1
9,spark_plugs,115402,25800,796,1
46,brake_pads,43860,17550,198,0
6,spark_plugs,166938,17148,191,0
3,spark_plugs,119199,14572,139,0
17,timing_chain,133800,47852,601,1
21,belts_kit,112974,101872,811,1
10,brake_fluid_p,197159,89803,186,1
7,battery,190447,47610,1059,1
34,brake_fluid_p,89905,13199,201,0
20,air_filter,92952,7576,95,0
2,belts_kit,112695,36981,220,1
32,tire,149249,29867,579,1
37,fuel_filter,108132,5259,64,0
47,fuel_filter,144874,4245,37,0
7,brake_fluid_p,190447,16326,124,0
41,air_filter,53106,34096,446,1
15,belts_kit,118715,47364,489,1
6,battery,166938,28431,308,0
34,fuel_filter,89905,9411,76,0
46,tire,43860,93511,1205,1
43,air_filter,151363,10280,64,0
24,belts_kit,94669,26056,320,0
43,brake_pads,151363,10984,57,0
40,air_filter,100093,31932,299,1
41,tire,53106,95656,1018,1
19,belts_kit,150739,15420,90,0
7,wire_set,190447,40912,993,1
40,fuel_filter,100093,6882,112,0
7,tire,190447,4133,25,0
43,belts_kit,151363,40421,143,1
40,wire_set,100093,23224,273,0
30,spark_plugs,134022,9085,114,0
21,battery,112974,130561,1057,1
47,air_filter,144874,4789,451,1
31,spark_plugs,45372,11073,112,0
37,wire_set,108132,149701,350,1
29,brake_fluid_p,90499,14043,106,0
10,fuel_filter,197159,23325,127,1
6,tire,166938,3505,5,0
37,air_filter,108132,11474,100,0
