car_id,part,current_km,km_diff,days_diff,needs_change,last_change_km
22,battery,150330,40316,1255,1,110014.0
8,tire,146737,1037,35,0,
33,tires,73453,416,202,0,
11,battery,87753,0,1,0,87753.0
17,air_filter,97199,2127,307,0,95072.0
9,fuel_filter,192374,9008,243,0,183366.0
2,fuel_filter,103717,12703,656,1,91014.0
34,fuel_filter,179646,27069,357,1,152577.0
8,tires,60566,73433,376,1,
32,battery,148318,54672,513,1,93646.0
23,tires,138747,36282,175,0,102465.0
42,fuel_filter,104684,12397,178,0,92287.0
39,brake_pads,123392,5081,296,0,
21,tires,81046,41477,1749,1,39569.0
23,fuel_filter,154237,10504,439,0,143733.0
27,tires,113233,21508,670,0,91725.0
8,tires,158591,41912,1179,0,116679.0
9,tire,115402,18371,233,0,
17,air_filter,157180,5159,145,0,152021.0
47,fuel_filter,153745,7266,633,1,146479.0
30,oil,172153,3922,104,0,168231.0
10,brake_pads,121554,21974,670,1,99580.0
37,tires,65323,57071,380,0,8252.0
2,oil,99876,3587,3,0,96289.0
42,battery,121939,33185,285,0,88754.0
40,battery,65318,66002,629,1,-684.0
15,brake_pads,102005,6586,197,1,95419.0
43,tires,132645,37194,944,0,95451.0
6,fuel_filter,109307,12136,237,1,97171.0
37,fuel_filter,140583,17958,278,1,122625.0
49,fuel_filter,114050,7024,275,0,107026.0
21,fuel_filter,107186,10982,224,0,96204.0
50,brake_pads,76640,21930,179,1,
35,air_filter,166942,48012,277,1,
41,brake_pads,63232,25069,420,0,38163.0
15,air_filter,130979,4880,131,0,126099.0
24,battery,121680,23379,493,0,98301.0
19,fuel_filter,126222,32209,133,1,94013.0
26,battery,123574,17030,460,0,106544.0
8,fuel_filter,123587,14473,209,0,109114.0
28,brake_pads,144241,16059,12,0,128182.0
47,oil,115896,8309,14,1,107587.0
18,fuel_filter,121694,10074,302,0,111620.0
45,tires,113356,52543,808,1,60813.0
1,brake_fluid_p,46556,12940,69,0,
11,spark_plugs,130089,14079,669,0,116010.0
37,air_filter,114944,5075,194,0,109869.0
42,air_filter,73547,3631,62,0,
33,air_filter,82154,4464,300,0,77690.0
41,oil,153702,2164,109,0,151538.0
11,battery,141144,62670,363,1,78474.0
10,oil,66459,3166,68,0,63293.0
7,wire_set,190447,25158,296,0,
18,air_filter,191860,8135,409,1,183725.0
37,air_filter,57099,10679,276,1,46420.0
43,brake_pads,131477,30447,335,1,101030.0
5,brake_pads,43916,9543,332,0,34373.0
35,brake_pads,93064,21820,58,0,71244.0
48,brake_pads,135332,17893,236,0,117439.0
4,oil,6098,7371,43,1,-1273.0
13,tires,64767,9127,647,0,55640.0
7,brake_pads,119551,16629,250,0,102922.0
25,spark_plugs,121398,52357,796,0,69041.0
38,oil,130901,6526,33,1,124375.0
23,battery,124006,44326,888,1,79680.0
13,fuel_filter,85499,23551,76,1,61948.0
43,air_filter,93137,6879,192,0,86258.0
31,tires,137114,23163,465,0,113951.0
44,air_filter,74739,7026,276,1,67713.0
24,timing_chain,94669,13889,190,0,
50,tires,168030,94907,294,1,73123.0
9,spark_plugs,74376,26640,252,0,47736.0
30,spark_plugs,80943,29449,624,1,51494.0
27,air_filter,61925,12060,164,1,49865.0
35,tires,77004,50795,1164,0,26209.0
28,spark_plugs,71604,30588,406,0,41016.0
17,air_filter,147774,3640,37,0,
47,tires,57165,56940,214,0,225.0
6,battery,146048,29433,628,1,116615.0
29,brake_pads,15268,17867,682,1,-2599.0
24,oil,102498,2045,36,0,100453.0
16,oil,107848,5966,71,1,101882.0
19,fuel_filter,84494,31698,347,1,52796.0
24,brake_pads,68660,14151,520,0,54509.0
16,brake_pads,127404,28278,383,1,99126.0
5,oil,33486,2077,110,0,31409.0
26,brake_pads,165564,13431,70,0,152133.0
15,battery,75799,28354,51,0,47445.0
42,battery,87846,29977,373,0,57869.0
13,fuel_filter,107846,14599,464,1,93247.0
8,tires,31914,84874,584,1,-52960.0
31,brake_pads,89535,39657,1220,0,49878.0
40,air_filter,96691,9479,281,1,87212.0
27,air_filter,60015,3007,91,1,57008.0
46,fuel_filter,70661,19132,50,0,51529.0
13,brake_pads,138522,7778,405,0,130744.0
9,battery,144265,61406,798,1,82859.0
36,brake_pads,111951,5499,456,0,106452.0
25,brake_pads,193981,14365,856,1,179616.0
50,air_filter,180178,14945,1,0,165233.0
40,air_filter,44873,12186,80,1,32687.0
20,belts_kit,92952,70044,1020,1,
25,spark_plugs,85413,6913,90,0,78500.0
5,air_filter,148423,13824,522,1,134599.0
19,oil,119929,11976,220,1,107953.0
48,tires,121925,31238,658,0,90687.0
33,air_filter,161187,4526,23,0,156661.0
2,oil,41883,0,38,0,41883.0
29,spark_plugs,177296,26292,334,0,151004.0
6,battery,31156,12963,1235,0,18193.0
3,spark_plugs,127008,19891,721,0,107117.0
15,spark_plugs,149235,8890,870,1,140345.0
24,spark_plugs,122662,14597,401,0,108065.0
36,fuel_filter,76615,11741,294,0,64874.0
43,tires,157304,76104,428,1,81200.0
28,air_filter,42997,5594,264,0,37403.0
9,brake_pads,68271,17002,187,0,51269.0
25,spark_plugs,160059,10467,536,0,149592.0
48,brake_pads,95526,24833,711,1,70693.0
41,brake_pads,114459,17286,745,1,97173.0
37,wire_set,108132,53910,565,1,
38,fuel_filter,80582,1247,3,0,79335.0
4,fuel_filter,95191,349,39,0,94842.0
40,battery,70808,25800,318,0,45008.0
16,spark_plugs,51955,18876,615,0,33079.0
47,battery,83695,70981,488,1,12714.0
13,brake_pads,124679,13985,424,0,110694.0
5,fuel_filter,131680,8882,576,0,122798.0
5,battery,148104,51015,807,1,97089.0
28,fuel_filter,78502,1779,402,0,76723.0
39,air_filter,124005,10177,88,1,113828.0
1,tires,60651,57262,1048,1,3389.0
17,brake_pads,103221,12260,822,1,90961.0
36,brake_pads,145260,15466,313,1,129794.0
16,tires,77008,13583,331,0,
10,brake_pads,197159,45929,621,1,
21,air_filter,85250,3327,24,0,81923.0
23,air_filter,165115,5222,137,0,159893.0
40,oil,107641,10024,38,1,97617.0
29,fuel_filter,56462,12969,101,0,
8,battery,146737,41102,148,0,
4,air_filter,140056,9461,338,1,130595.0
9,brake_pads,66240,47012,238,1,19228.0
34,air_filter,95071,1441,118,0,93630.0
29,brake_pads,90499,50926,710,1,
17,tires,194337,30648,1371,0,163689.0
44,fuel_filter,166704,29493,504,0,137211.0
46,tires,118691,53972,1823,1,64719.0
48,spark_plugs,77134,10119,591,1,67015.0
13,spark_plugs,50831,212,72,0,
2,brake_pads,198442,29659,1,1,168783.0
9,brake_pads,115402,16163,364,1,
6,tires,57051,31938,2157,1,25113.0
4,tires,106223,80142,1184,1,26081.0
31,air_filter,160708,2459,169,0,158249.0
20,brake_pads,116566,18162,86,1,98404.0
17,fuel_filter,159287,18030,274,1,141257.0
4,fuel_filter,121125,9563,105,0,
34,spark_plugs,134606,7653,35,0,
1,spark_plugs,106660,16801,588,0,89859.0
30,battery,154971,90450,927,1,64521.0
2,air_filter,114722,7630,21,0,107092.0
33,oil,111940,4297,124,1,107643.0
13,fuel_filter,90469,10123,131,0,80346.0
7,brake_pads,135555,13825,606,0,121730.0
29,fuel_filter,71335,27363,295,1,43972.0
19,oil,103063,2556,228,1,100507.0
17,fuel_filter,127172,2218,404,0,124954.0
11,oil,113310,6591,80,1,
23,fuel_filter,187811,20868,79,1,
32,battery,116316,23063,1359,0,93253.0
27,oil,103086,2689,218,1,100397.0
20,spark_plugs,162586,25877,540,0,136709.0
1,battery,85106,48550,1,0,36556.0
6,air_filter,89132,1544,185,0,87588.0
4,brake_pads,55872,15110,233,0,40762.0
43,fuel_filter,155429,15774,528,1,139655.0
46,battery,106238,19625,420,1,86613.0
20,battery,70445,41946,632,0,28499.0
9,fuel_filter,141243,18388,360,1,122855.0
17,spark_plugs,164830,10832,1,0,153998.0
31,tires,68248,61748,566,0,6500.0
11,spark_plugs,96690,22729,209,0,73961.0
46,tires,80638,57474,941,0,23164.0
15,spark_plugs,116327,16080,1195,1,100247.0
3,brake_pads,128356,18594,306,0,109762.0
3,battery,116562,11195,236,0,
32,tires,63279,20068,565,0,43211.0
31,battery,128353,76260,411,1,52093.0
20,brake_pads,73597,13394,193,0,60203.0
24,oil,152629,8446,121,1,144183.0
38,brake_pads,75696,19578,275,0,56118.0
33,air_filter,86856,5705,4,0,81151.0
17,oil,5000,5233,102,1,-233.0
30,air_filter,144974,740,316,0,144234.0
21,fuel_filter,112974,10609,83,0,
36,tires,65076,54774,607,0,10302.0
30,brake_pads,91488,21689,500,1,69799.0
38,brake_pads,79368,10008,769,1,69360.0
44,tires,155638,38801,392,0,116837.0
40,spark_plugs,113460,13087,317,0,100373.0
38,brake_pads,87793,21848,575,1,65945.0
46,spark_plugs,62095,18539,749,0,43556.0
2,fuel_filter,141184,18133,267,1,123051.0
9,air_filter,115402,1475,33,0,
19,brake_pads,48563,12515,526,0,36048.0
46,fuel_filter,97566,2826,511,0,94740.0
9,fuel_filter,133031,9918,302,0,123113.0
37,battery,45206,15185,1632,0,30021.0
35,air_filter,92419,3191,126,0,89228.0
21,battery,90233,16158,238,0,74075.0
48,battery,121398,65711,1452,1,55687.0
47,spark_plugs,133477,20219,764,0,113258.0
29,fuel_filter,137883,18377,614,1,119506.0
13,fuel_filter,70439,8034,174,0,62405.0
7,tires,190681,29420,983,0,161261.0
45,brake_pads,108121,7978,151,0,100143.0
21,tires,65019,22961,1336,0,42058.0
1,tires,126001,12372,1243,0,113629.0
18,fuel_filter,95356,24156,395,1,71200.0
35,fuel_filter,127129,21492,99,1,105637.0
3,battery,85255,14520,1,0,70735.0
7,fuel_filter,134949,9067,498,0,125882.0
5,oil,116294,3734,72,0,112560.0
10,fuel_filter,118733,13189,274,1,105544.0
30,oil,150727,7319,74,1,143408.0
26,brake_pads,39247,7453,219,0,31794.0
6,spark_plugs,88516,22171,644,0,66345.0
41,fuel_filter,79685,13093,576,1,66592.0
47,brake_pads,87079,24811,124,0,62268.0
37,air_filter,195242,9061,15,0,186181.0
20,fuel_filter,133841,9991,332,0,123850.0
1,brake_pads,171524,18730,232,1,152794.0
9,brake_pads,116555,16029,269,0,100526.0
33,spark_plugs,128169,60292,624,1,67877.0
38,spark_plugs,122952,17885,46,0,105067.0
38,fuel_filter,105623,13301,366,0,92322.0
23,fuel_filter,102049,11395,330,0,90654.0
27,spark_plugs,118013,16500,509,0,101513.0
49,air_filter,139712,5670,289,0,134042.0
15,oil,112056,6544,79,0,105512.0
27,brake_pads,74206,11918,163,0,62288.0
7,fuel_filter,96237,6732,216,0,89505.0
25,oil,63129,4203,171,1,58926.0
10,air_filter,195317,5522,48,0,189795.0
10,brake_pads,102310,4529,367,0,97781.0
37,air_filter,91345,4883,195,0,86462.0
4,tires,81491,55660,1645,1,25831.0
6,air_filter,103026,7408,115,0,95618.0
37,spark_plugs,134224,33970,929,1,100254.0
47,spark_plugs,48396,14116,493,0,34280.0
26,air_filter,131948,6264,125,0,125684.0
1,oil,167829,2324,187,1,165505.0
15,oil,93288,6108,100,1,87180.0
22,air_filter,157455,1794,57,0,155661.0
9,battery,123214,30546,629,0,92668.0
45,tires,162529,34368,430,0,128161.0
33,brake_pads,99839,17266,238,0,82573.0
23,fuel_filter,99025,9463,407,1,89562.0
10,spark_plugs,143216,22187,672,0,121029.0
20,brake_pads,196132,19860,387,1,176272.0
11,spark_plugs,90944,29317,1,0,61627.0
36,air_filter,174767,2706,55,0,172061.0
38,tires,131989,50880,952,0,81109.0
9,tires,80876,44432,1093,1,36444.0
23,tires,95597,22476,464,0,73121.0
39,spark_plugs,139301,47258,461,1,92043.0
41,fuel_filter,126159,16565,325,1,109594.0
15,spark_plugs,106754,27301,375,0,79453.0
29,brake_pads,96190,23939,569,1,72251.0
46,battery,60943,77007,1097,1,-16064.0
43,tire,151363,46073,222,1,
46,spark_plugs,102075,37535,642,1,64540.0
5,air_filter,122957,5214,155,0,117743.0
5,oil,128137,4461,110,0,123676.0
49,air_filter,26081,17297,76,0,8784.0
25,air_filter,74026,5207,121,0,68819.0
2,fuel_filter,127369,18306,47,0,109063.0
17,battery,187866,73445,1141,0,114421.0
29,air_filter,153971,6704,225,1,147267.0
17,battery,132471,46405,505,0,86066.0
39,spark_plugs,82360,26558,303,0,55802.0
45,timing_chain,92432,18243,429,0,
18,spark_plugs,60062,84352,386,1,
50,battery,80868,29197,1174,0,51671.0
7,tires,41721,59413,1065,1,-17692.0
25,oil,156147,3466,49,0,152681.0
10,air_filter,40223,6905,77,0,33318.0
33,brake_pads,90926,10812,577,0,80114.0
13,battery,167935,25654,1870,1,142281.0
26,air_filter,184049,4806,140,1,179243.0
50,tires,96846,58366,402,0,38480.0
14,fuel_filter,103112,13087,201,0,90025.0
37,tires,70380,34498,997,0,35882.0
5,spark_plugs,166362,37152,578,1,129210.0
43,spark_plugs,130073,24132,391,1,105941.0
1,tires,156061,0,1213,0,156061.0
29,air_filter,104027,3013,75,0,101014.0
28,air_filter,109038,5093,285,0,103945.0
31,fuel_filter,209001,14967,276,0,194034.0
40,tires,116145,42261,197,0,73884.0
13,oil,116080,3641,65,0,112439.0
12,spark_plugs,76676,44668,536,1,32008.0
6,brake_pads,104874,20751,551,1,84123.0
39,fuel_filter,109270,26788,665,1,82482.0
14,fuel_filter,158845,15831,215,0,143014.0
16,oil,130845,5905,126,1,124940.0
44,air_filter,59848,4401,15,0,55447.0
42,oil,141705,6001,79,1,135704.0
22,oil,119106,2736,50,1,116370.0
19,brake_pads,132230,15253,83,0,116977.0
27,battery,123904,22473,217,1,101431.0
31,battery,105527,36671,1088,1,68856.0
22,brake_pads,18618,21273,156,0,-2655.0
46,tires,46079,105807,1454,1,-59728.0
45,air_filter,161134,4588,21,0,156546.0
48,fuel_filter,69442,4625,408,0,64817.0
26,brake_pads,82087,15330,511,0,66757.0
2,spark_plugs,62386,27394,489,0,34992.0
1,battery,72908,38678,2036,1,34230.0
15,tires,69452,52591,941,0,16861.0
47,battery,68269,38011,485,0,30258.0
36,air_filter,72459,7638,177,0,64821.0
41,oil,101317,2850,16,0,98467.0
25,spark_plugs,104114,52770,1,1,51344.0
7,oil,46919,4698,70,0,42221.0
31,oil,128786,2282,102,0,126504.0
19,air_filter,72763,5830,318,0,
23,air_filter,131182,15798,122,1,115384.0
44,air_filter,147789,3876,408,1,143913.0
30,spark_plugs,75154,24900,789,1,50254.0
16,oil,58903,5102,134,1,53801.0
37,spark_plugs,128493,12919,328,0,115574.0
27,brake_pads,41209,4688,96,0,36521.0
34,brake_pads,42573,15307,289,0,27266.0
33,spark_plugs,111954,13550,699,0,98404.0
31,spark_plugs,137282,59459,501,1,77823.0
29,air_filter,136443,6235,18,0,130208.0
40,air_filter,109274,7367,88,0,101907.0
39,tires,107577,18312,331,1,89265.0
16,battery,102619,20133,533,0,82486.0
46,battery,63480,41492,780,0,21988.0
25,brake_pads,124303,23392,91,0,100911.0
23,air_filter,79450,6249,150,0,73201.0
6,oil,73183,598,61,0,72585.0
27,brake_pads,105530,18253,448,1,87277.0
13,spark_plugs,98865,48251,988,1,50614.0
29,tires,112680,39066,1818,1,73614.0
31,oil,49756,3356,62,0,46400.0
31,brake_pads,87073,17459,60,0,69614.0
7,battery,70336,26750,633,0,43586.0
37,spark_plugs,194956,21705,899,1,173251.0
30,spark_plugs,99245,11553,719,0,87692.0
2,battery,108047,46582,325,0,61465.0
16,air_filter,118647,6757,311,0,111890.0
32,brake_pads,52328,15747,330,1,36581.0
41,brake_pads,116521,7989,575,0,108532.0
30,oil,74105,3301,126,0,70804.0
31,battery,113754,4684,222,0,109070.0
24,oil,82675,3583,59,0,79092.0
11,battery,106508,30898,832,0,75610.0
13,spark_plugs,99261,20659,825,0,78602.0
45,tires,84494,46873,1181,0,37621.0
2,spark_plugs,127551,20794,220,0,106757.0
34,spark_plugs,126464,10977,957,0,115487.0
6,brake_pads,130907,11795,741,1,119112.0
6,battery,193892,53545,1205,1,140347.0
14,oil,48157,8498,115,1,39659.0
50,air_filter,167263,5238,279,0,162025.0
1,oil,75048,4979,14,0,70069.0
47,fuel_filter,107881,9755,98,0,98126.0
40,air_filter,141065,12768,124,1,128297.0
20,air_filter,87716,10236,196,1,77480.0
31,tires,113079,49853,1012,1,63226.0
15,air_filter,107799,6049,162,1,101750.0
16,fuel_filter,126737,15559,341,1,111178.0
50,fuel_filter,76640,7735,89,0,
6,oil,161761,3600,242,1,158161.0
31,battery,96680,55052,433,1,41628.0
49,brake_pads,74634,40616,309,1,34018.0
34,fuel_filter,93908,11422,67,0,82486.0
33,fuel_filter,195106,5398,62,0,
9,air_filter,70097,2687,111,0,67410.0
14,brake_pads,77329,39158,568,1,38171.0
9,belts_kit,115402,19218,477,1,
19,brake_pads,76113,22445,164,0,53668.0
17,brake_pads,178634,15513,329,0,163121.0
35,battery,126073,21300,305,0,104773.0
21,battery,112974,28397,926,1,
45,air_filter,105666,5860,113,0,99806.0
39,spark_plugs,77700,17838,311,0,59862.0
41,battery,42112,96970,436,1,-54858.0
9,battery,55388,42983,229,0,12405.0
34,air_filter,43435,4298,49,0,39137.0
8,spark_plugs,94732,34600,866,1,60132.0
38,spark_plugs,174184,18674,106,0,155510.0
10,oil,181937,752,45,0,181185.0
32,air_filter,149249,38506,429,1,
12,spark_plugs,62045,66573,395,1,-4528.0
17,spark_plugs,86343,13443,218,0,72900.0
44,air_filter,122249,7670,356,0,
12,air_filter,134178,15490,317,0,118688.0
20,air_filter,23349,19107,8,0,4242.0
19,brake_pads,72763,28910,280,1,
12,oil,72591,4879,126,1,67712.0
27,fuel_filter,74028,22913,93,1,
34,fuel_filter,146149,17790,376,1,128359.0
45,fuel_filter,118070,20661,101,0,97409.0
17,oil,162018,5784,87,0,156234.0
32,fuel_filter,149249,64685,350,1,
4,battery,142403,60756,376,0,81647.0
47,tires,119994,21669,815,0,98325.0
31,oil,70440,2670,104,0,67770.0
12,spark_plugs,6083,14809,402,0,-8726.0
21,battery,88327,40422,124,0,47905.0
50,oil,120281,14296,1,0,105985.0
16,oil,63296,13428,54,1,49868.0
46,battery,75360,36905,41,0,38455.0
11,brake_pads,142349,8069,1,0,134280.0
10,fuel_filter,122977,7898,224,0,115079.0
1,battery,134352,54088,748,1,80264.0
27,fuel_filter,100781,7560,497,0,93221.0
46,tires,83391,51921,328,1,
38,fuel_filter,140633,20352,193,1,120281.0
24,spark_plugs,96658,42629,283,1,54029.0
11,fuel_filter,111500,29468,127,1,82032.0
5,tires,120004,75614,137,0,44390.0
10,battery,139165,21948,1161,0,117217.0
36,fuel_filter,32149,5686,363,0,26463.0
34,battery,105248,30101,130,0,75147.0
6,spark_plugs,42537,30278,176,0,12259.0
7,spark_plugs,120592,18828,193,0,101764.0
18,brake_pads,131808,10954,709,1,120854.0
33,fuel_filter,136743,4357,555,0,132386.0
1,fuel_filter,101402,15523,314,1,85879.0
12,tires,237091,20667,323,1,216424.0
28,tires,52671,6774,1056,0,45897.0
2,air_filter,136950,6703,320,1,130247.0
26,brake_pads,140609,14234,194,0,126375.0
44,tires,172045,36632,148,0,135413.0
16,spark_plugs,75713,28238,89,0,47475.0
34,oil,91502,9441,28,1,82061.0
24,belts_kit,94669,17656,652,1,
11,oil,196806,10719,83,1,186087.0
49,tire,69800,22731,252,0,
50,spark_plugs,137710,41059,534,1,96651.0
15,fuel_filter,129673,4022,204,0,125651.0
40,oil,118317,4718,33,0,113599.0
46,air_filter,128835,4833,462,1,124002.0
29,air_filter,61808,6219,286,1,55589.0
16,air_filter,160247,9699,287,1,150548.0
6,brake_pads,132837,37848,290,1,94989.0
38,spark_plugs,105064,20425,352,0,84639.0
16,brake_pads,111969,14532,849,1,97437.0
33,brake_fluid_r,195106,74397,741,1,
31,spark_plugs,34857,21798,890,1,13059.0
13,oil,50831,2887,37,0,
16,tires,95345,39667,1020,0,55678.0
22,fuel_filter,89939,8914,226,0,81025.0
22,brake_pads,112622,39656,733,1,72966.0
23,air_filter,100867,15302,352,1,85565.0
37,battery,161240,59403,495,1,101837.0
42,tires,96405,47920,752,0,48485.0
47,air_filter,120148,9918,320,1,110230.0
17,oil,48143,2402,25,0,45741.0
17,air_filter,118465,1153,479,0,117312.0
1,fuel_filter,75308,13983,158,0,61325.0
19,spark_plugs,104299,13868,1271,1,90431.0
32,battery,60820,36711,296,0,24109.0
36,fuel_filter,91752,20050,149,1,71702.0
19,fuel_filter,125704,6037,184,0,119667.0
30,tires,89123,68797,390,1,20326.0
10,tires,189697,68505,340,0,121192.0
34,battery,96050,73414,1,0,22636.0
16,tires,94697,44552,924,0,50145.0
30,spark_plugs,160440,13960,568,0,146480.0
46,battery,166341,22709,578,0,143632.0
16,air_filter,104684,14453,161,1,90231.0
31,belts_kit,45372,48225,498,1,
46,air_filter,146145,5208,155,0,140937.0
7,fuel_filter,121963,7079,220,1,114884.0
32,fuel_filter,93382,10757,184,0,
40,brake_pads,101899,20252,294,0,81647.0
35,brake_pads,132361,6355,414,0,126006.0
38,tires,81419,5216,222,0,
13,air_filter,84265,6266,51,1,77999.0
24,fuel_filter,123271,14323,272,0,108948.0
7,fuel_filter,120264,27857,152,1,92407.0
30,spark_plugs,106748,29336,889,0,77412.0
3,spark_plugs,77806,42696,351,1,35110.0
44,air_filter,74405,13163,107,1,61242.0
9,air_filter,164909,4967,183,0,159942.0
32,battery,150462,16650,197,0,133812.0
36,spark_plugs,129188,17987,451,0,111201.0
8,battery,112271,39212,525,1,73059.0
16,air_filter,111088,14132,54,1,96956.0
46,air_filter,106145,7632,20,0,98513.0
25,air_filter,152884,6037,356,1,146847.0
16,oil,77008,2117,205,0,
39,tires,94671,55918,494,0,38753.0
4,spark_plugs,143378,39690,274,1,103688.0
27,brake_pads,27020,17027,1,0,9993.0
16,spark_plugs,85175,20714,355,1,64461.0
8,air_filter,191868,19670,43,1,172198.0
43,tire,151363,13152,67,0,
19,battery,132855,7396,871,0,125459.0
17,oil,141286,3499,103,0,137787.0
5,brake_pads,117656,10167,454,0,107489.0
26,brake_pads,142696,18064,564,1,124632.0
40,fuel_filter,126920,17023,237,1,109897.0
29,fuel_filter,106825,4948,650,0,101877.0
9,brake_fluid_p,115402,16365,515,1,
24,brake_pads,107004,8098,593,0,98906.0
15,tires,121685,71796,1368,1,49889.0
8,battery,121623,22940,193,0,98683.0
31,fuel_filter,58687,6724,126,0,51963.0
5,oil,130757,1658,25,0,129099.0
25,oil,148480,4863,152,0,143617.0
8,fuel_filter,84128,6383,255,0,77745.0
10,fuel_filter,116177,13388,457,1,102789.0
48,brake_pads,111878,14397,242,0,97481.0
18,air_filter,117957,5581,17,0,112376.0
33,battery,144675,34398,1396,1,110277.0
28,air_filter,80852,2564,345,1,78288.0
14,oil,170435,3094,93,1,167341.0
20,brake_pads,59503,16731,360,0,42772.0
34,oil,123618,6455,64,0,117163.0
16,brake_pads,100816,14317,599,0,86499.0
19,tires,38854,37649,560,0,1205.0
24,air_filter,128428,5487,42,0,122941.0
39,oil,58386,953,51,1,57433.0
34,tires,124801,46597,1675,1,78204.0
42,spark_plugs,90770,17192,344,0,73578.0
14,oil,143614,4505,86,0,139109.0
32,fuel_filter,127042,18957,210,1,108085.0
16,brake_pads,154150,17268,397,0,136882.0
36,tires,124839,109234,434,1,15605.0
18,tires,149285,29444,1028,0,119841.0
1,brake_pads,28288,6919,368,0,21369.0
25,tires,103337,116215,223,1,-12878.0
45,fuel_filter,94011,18903,70,1,75108.0
2,oil,125248,6057,57,1,119191.0
44,brake_pads,107795,12054,501,0,95741.0
18,brake_pads,187203,34546,119,1,152657.0
28,spark_plugs,86528,66476,673,1,
1,spark_plugs,135264,18118,682,0,117146.0
35,spark_plugs,77168,16471,587,0,60697.0
33,oil,150666,9270,78,1,141396.0
16,spark_plugs,141038,17161,776,0,123877.0
48,tires,18637,75815,987,1,-57178.0
37,air_filter,69587,7783,155,0,
39,tires,87413,40100,184,0,47313.0
25,battery,82484,53269,541,1,29215.0
48,tires,78522,47228,343,0,31294.0
40,battery,92502,29612,113,0,62890.0
46,air_filter,83391,9584,363,0,
32,fuel_filter,136362,41955,366,1,94407.0
14,fuel_filter,68095,14287,137,0,53808.0
32,spark_plugs,68212,20491,672,0,47721.0
17,fuel_filter,98745,14434,171,0,84311.0
4,fuel_filter,121125,7040,122,0,
21,air_filter,95316,3550,365,0,91766.0
37,air_filter,163461,2032,315,0,161429.0
25,tires,87274,40376,811,0,46898.0
49,air_filter,153503,5250,196,0,148253.0
43,brake_pads,100172,28283,273,1,
12,oil,79226,2099,22,0,77127.0
32,air_filter,116037,7449,66,0,108588.0
49,spark_plugs,78108,72494,236,1,5614.0
1,fuel_filter,54814,14874,380,1,39940.0
46,tires,69264,103814,711,1,-34550.0
43,battery,132442,59226,850,1,73216.0
11,tires,92475,40368,270,0,52107.0
42,tires,105274,61903,1278,1,43371.0
25,oil,145418,9476,116,1,135942.0
8,tires,88267,57293,283,0,30974.0
12,oil,88668,2603,25,0,
19,oil,76158,3912,113,0,72246.0
11,oil,199615,2370,131,0,197245.0
42,brake_pads,106873,6791,134,0,100082.0
42,brake_pads,93665,16155,192,0,77510.0
14,air_filter,89530,9012,289,1,80518.0
16,fuel_filter,48361,9845,143,0,38516.0
41,fuel_filter,125412,13158,140,0,112254.0
5,oil,95723,3333,1,0,92390.0
2,brake_pads,141473,10979,345,1,130494.0
26,battery,96952,23435,317,0,73517.0
10,battery,70115,25992,1120,0,44123.0
33,air_filter,74145,4096,146,0,70049.0
1,battery,108194,7743,484,0,100451.0
18,tire,60062,3577,36,0,
21,spark_plugs,56794,17507,327,0,39287.0
34,battery,104620,14729,102,1,89891.0
6,fuel_filter,140623,23988,373,0,116635.0
38,battery,103935,13119,936,0,90816.0
15,spark_plugs,102977,26906,1262,1,76071.0
40,battery,191801,34560,606,0,157241.0
11,oil,84646,3826,65,1,80820.0
38,tires,121092,27945,1278,0,93147.0
44,air_filter,170336,5403,228,0,164933.0
50,air_filter,68411,4114,401,1,64297.0
1,oil,181122,8379,135,0,172743.0
44,air_filter,108871,5388,111,0,103483.0
46,tires,121671,81790,323,1,39881.0
41,air_filter,92063,7616,1,0,84447.0
13,air_filter,99071,0,229,0,99071.0
44,brake_pads,122249,15338,57,0,
33,brake_fluid_p,195106,10015,112,0,
36,air_filter,90901,15000,115,1,75901.0
27,tires,93269,24569,766,0,68700.0
39,tires,93508,49039,1536,0,44469.0
30,spark_plugs,110255,31267,1200,1,78988.0
20,air_filter,104229,12002,7,1,
21,tires,135182,102689,576,1,32493.0
45,brake_pads,110862,10237,787,1,100625.0
30,spark_plugs,111848,43668,380,1,68180.0
14,battery,115873,17194,1403,0,98679.0
47,brake_pads,155322,19232,66,0,136090.0
2,air_filter,105948,4425,166,0,101523.0
40,brake_pads,160091,12405,25,0,147686.0
40,spark_plugs,125469,41089,504,1,84380.0
6,brake_fluid_p,166938,27099,225,1,
30,brake_pads,122975,6272,51,0,116703.0
21,oil,74838,2261,56,0,72577.0
4,spark_plugs,97583,28237,415,0,69346.0
43,fuel_filter,73560,9256,609,1,64304.0
35,spark_plugs,139351,49356,467,1,89995.0
30,battery,66181,74323,562,1,-8142.0
16,fuel_filter,88315,9914,225,0,78401.0
37,battery,91455,42198,290,0,49257.0
35,oil,88458,5948,237,1,82510.0
42,fuel_filter,66211,22128,316,1,44083.0
2,spark_plugs,95606,22586,87,0,73020.0
33,air_filter,122662,4881,124,0,117781.0
43,fuel_filter,130985,5677,102,0,125308.0
43,air_filter,74228,7866,353,1,66362.0
46,brake_pads,28127,4577,116,0,23550.0
33,brake_pads,158977,23849,241,1,135128.0
12,brake_pads,99189,16889,424,0,82300.0
21,tires,118076,45123,724,0,72953.0
11,brake_pads,127567,26105,175,1,101462.0
29,battery,85642,42210,450,0,43432.0
34,brake_pads,121554,8507,403,0,113047.0
